Nombre,Precio
PORTATIL INTEL CORE I9-13900H SSD 2TB RAM 24GB LED 16 FULL HD,4559900.0
"Portátil 15 Intel Core i5-1235 Ram 32GB Disco SSD 1Tera 15.6"" FHD.",2339900.0
"LOQ AMD RYZEN 7-7435HS RTX 4050 6GB SSD 512GB RAM 32GB LED 15,6"" FHD",4699000.0
Portátil Vivobook 16 X1605VA-MB575 Inte i9-13900H RAM 40GB 1TB SSD 16 Pulgadas,4499900.0
Portátil Aspire 3 | AMD R5 | 16GB de RAM | 512GB SSD de Almacenamiento | Windows 11 | Pantalla 15.6 pulgadas | A315-24PT-R0BT | Computador portátil,2149000.0
PORTATIL INTEL CORE I5 13420H 16GB RAM - SSD 512GB - 14″ FHD - WIN 11 HOME,2109900.0
"LOQ INTEL CORE I5-12450HX RTX 3050 6GB SSD 2TB RAM 32GB LED 15,6 FULL HD 144Hz",4409900.0
"Portátil 15-DY50008LA Intel Ci7 1255U RAM 20GB 1TB SSD 15,6 Pulgadas",3699900.0
"INSPIRON INTEL CORE I3-1215U SSD 1TB RAM 16GB LED 15,6 HD",1640000.0
"PORTATIL INSPIRON INTEL CORE I7-1165G7 SSD 1TB RAM 32GB 15,6 FHD",3199900.0
"PAVILION AMD RYZEN 7-7730U SSD 2TB RAM 40GB LED 15,6 FULL HD",3129900.0
"INSPIRON 15 INTEL CORE I7-1255U SSD 512GB RAM 40GB LED 15,6"" FHD",3129900.0
Portátil ThinkBook Amd Ryzen 7 7730u Ram 24gb Ssd 1tb 14¨,3099950.0
Computador Portatil 245 G7 Amd A4 4/500 14 Win 10 pro.,759900.0
Portátil 15-ef2517la Ryzen 5 5500U 20GB 512GB HD 15.6”,1609900.0
PORTATIL 156 FHD INTEL i3-1215U RAM 12GB 512GB SSD Blue,1516999.0
V14 INTEL CORE I7-1255U SSD 1TB RAM 24GB LED 14 FULL HD,2989900.0
"Portátil V14 , Ci5 ,40 Gb Ram ,Windows 11 Pro, Disco SSD 1Tb , 14""",2990000.0
"Portátil Ideapad Slim 3 Intel Core I3 8GB 512GB 15.6""",1499900.0
Portátil Ryzen 5 7535H RAM 16GB SSD 512GB RTX 3050 15.6 Pulgadas Computador Portátil,3499900.0
PORTATIL ASPIRE INTEL CORE I7-1255U SSD 512GB RAM 24GB LED 16 FULL HD,2449900.0
"IDEAPAD SLIM AMD RYZEN 7-7730U SSD 1TB RAM 16GB LED 15,6 FULL HD",2469900.0
Portátil Ryzen 7 7730U RAM 16GB SSD 1 TERA 15.6 Pulgadas Computador Portátil,2649900.0
V14 INTEL CORE i5-1235U SSD 512GB + HDD 1TB RAM 24GB LED 14 FULL HD,2389900.0
Experbook B1402CB Core I5 1235u Ram 24gb Ssd 1tb 14¨ Fhd,2129999.0
"Portátil 840 G8 Elitebook Core I5 1145G7- 16GB -256GB SSD 14""- W10P + Licencia",2379000.0
"PORTATIL INTEL CORE I5-12450H SSD 512GB RAM 40GB LED 15,6 FULL HD",2359900.0
"Portatil Inspiron 15 3520, Intel Core i7 1255u, 8Gb Ddr4, 512Gb Ssd, Pantalla 15,6 Fhd Ubuntu",2353900.0
"Portatil Intel Core i5 13420H Generación 13 - Ram 40Gb - SSD 1Tera - Win 11 - 14"" FHD.",2659900.0
"PORTATIL INTEL CORE I9-12900H SSD 1TB RAM 32GB LED 15,6 FULL HD",2319900.0
Portátil LENOVO FHD 156 Intel N4020 RAM16GB 256GB SSD Silver,1168999.0
"Portátil Inspiron 3520 Core i5 1235U 16GB 512GB FHD 15.6"" Win 11 Pro",2199000.0
"Portatil IdeaPad Slim 5 - Intel Core I5 - SSD 512GB - DDR5 8GB - Pantalla 14"" - Notebook",3299900.0
"Portatil ThinkBook 14 G6 ABP AMD Ryzen 5 7430U SSD 512GB DDR4 16GB 14"" WUXGA Gris",1979999.0
Portatil ENVY 13-BA1011LA Intel Core I5 1135G7 SSD 256GB + 16GB Optane 8GB 133 WINDOWS,2059900.0
Portatil V14 Intel Core i5 1235U Gen 12 - Ram 16GB - SSD 512GB - 14 FHD - Win 11.,1949900.0
PORTATIL INTEL CORE I5-1235U SSD 512GB RAM 16GB LED 14 HD PLATA,1929900.0
Computador Portatil Intel Celeron 4gb 64gb + 256GB 14 Win 10,949900.0
"Portatil E1504fa-nj919 Ryzen 5-7520u Ram 16gb Ssd 512gb Pantalla 15,6",1969000.0
Portátil IdeaPad Slim 3 AMD Ryzen 5 16GB 512GB 14” Azul,1899900.0
"Portatil Ryzen 5 7520U 16GB DDR5 1TB SSD Pantalla 16""",2249000.0
Portátil B1402CB Core i5-1235U DDR4 8GB SSD 512GB Win 11Pro,1890000.0
PORTATIL AMD RYZEN 7-5700U SSD 512GB RAM 16GB LED 14 FULL HD,1859900.0
Portatil Ryzen 5 7520U Ram 8gb Disco Ssd 1tb.,1849900.0
Portatil E1504FA-NJ361 Ryzen 5-7520U Ram 16GB SSD 512GB Pantalla 156FHD,1849000.0
PORTATIL 156 INTEL N100 RAM 8GB 500GB SSD GREY,904999.0
"Portatil 15 Intel Core i5-1135G7 Ram 8GB Disco SSD 256GB 15.6"" FHD",1729900.0
"PORTATIL INTEL CORE I5-1235U SSD 2TB RAM 40GB LED 15,6 FULL FHD",2789900.0
"PORTATIL INTEL CORE I5-1235U SSD 2TB RAM 24GB LED 15,6 FULL FHD",2639900.0
Portátil V14 G3 Iap Core I5 1235u 8GB 512GB 14 Pulgadas FHD,1609900.0
Portátil 14-dq5016la Intel Ci5 1235U RAM 8GB 512GB SSD 14 Pulgadas,1849900.0
"LOQ AMD RYZEN 7-7435HS RTX 4050 6GB SSD 512GB RAM 24GB LED 15,6"" FHD",4599000.0
"PORTATIL INSPIRON 3520 15.6"" INTEL CORE I3 1235U 32GB/ SSD 1TB M.2",1829900.0
Portátil A315 Ryzen 5 7520U Ram 8GB Ssd 512GB 15?6 HD Tactil.,3230000.0
Todo en uno 24-cr0007 Ryzen 5 RAM 8GB SSD 512GB 23” FHD SIN SISTEMA OPERATIVO,2866900.0
Laptop Chromebook C330 116Mediatek 4gb Ram 64gb Ssd1366x768px Chrome,1399000.0
Portátil V14 G2 Celeron N4500 8gb 256gb 14 Win 11 PRO,1120000.0
Computador Portatil 14.1 Pulg Intel Ram 8 Gb SSD 256 Gb Wingsbook Laptop F141BI Azul,869000.0
V14 AMD RYZEN 7-5825U SSD 1TB + HDD 1TB RAM 24GB LED 14 FULL HD,2889900.0
