Nombre,Precio
"PORTATIL INSPIRON 15 3520 INTEL CORE I7 1255U 8GB DDR4 512GB SSD PAN15,6 FHD PLATEADO WIN 11 H.",2343999.0
Portátil Vivobook 16 X1605VA-MB929 Inte i9-13900H RAM 24GB 1TB SSD 16,3965999.0
"PAVILION AMD RYZEN 7-7730U SSD 1TB RAM 16GB LED 15,6 FULL HD",2701900.0
"PAVILION AMD RYZEN 7-7730U SSD 1TB RAM 24GB LED 15,6 FULL HD",2701900.0
Portátil Vivobook 16? Intel Core i5-1135G7 RAM 24GB 512GB SSD – Negro.,2316800.0
Portátil LENOVO FHD 156 Intel N4020 RAM16GB 256GB SSD Silver,1168999.0
Portátil Vivobook Go 15 | Intel Core i3 | 8GB de RAM | 512GB SSD de almacenamiento | Windows 11 | 15.6 Pulgadas | E1504GA-NJ092W | Computador portátil,1399900.0
"Portatil Gamer tuf fx507 Intel I7 13620H 32 GB 1 TB SSD 15,6 Win 11 Home RTX 4070 8 GB",6999900.0
IP 15IGL7 CELERON N4020 8GB SSD 256GB 156 FHD GRIS,964000.0
Portátil V14 G2 Celeron N4500 8gb 256gb 14 Win 11 PRO,1120000.0
"Portátil Inspiron 3520 CORE I7 1255U DDR4 8GB SSD 512GB Pantalla 15"" FHD Grafica Iris Plus XE",2359900.0
"Todo En Uno 22-DD0535LA Ryzen 3 3250U DDR4 8GB SSD 256GB W11 HOME 22"" FHD",1539000.0
"PORTATIL HP 15 EF2517LA AMD RYZEN 5 5500U 12GB 512GB SSD 15,6"" HD",1617900.0
"PORTATIL HP 240 G9 INTEL CELERON N4500 8GB 256GB SSD 14"" HD",839900.0
Portátil Vivobook 16 | Intel Core i9 | 16GB de RAM | 1TB SSD de almacenamiento | Windows 11| 16 Pulgadas | X1605VA-MB493W | Computador portátil,3899000.0
"PORTATIL PAVILION 15-EH3003LA AMD RYZEN 7 7730U/ RAM 32GB/ SSD 512GB M.2/ 16"" FHD",2819900.0
Portatil Gamer GF63 Intel i5-11400H GTX 1650 256 GB SSD 8 GB RAM,6000000.0
"LEGION AMD RYZEN 7-7735HS RTX 4060 8GB SSD 1TB RAM 16GB LED 15,6"" QHD",5899900.0
Portátil Intel Core I5 - 1235U / 12G Ram / 512G ssd / Iris X / 14 FHD,1690000.0
Portátil Gamer ROG Strix G17 | GeForce RTX 4060 | AMD Ryzen 9 | 16GB de RAM | 512GB SSD de almacenamiento | Windows 11 | 15.6 Pulgadas | G713PV-HX118W | Computador Portátil Gamer,7299900.0
"PORTATIL INSPIRON 3520 15.6"" INTEL CORE I3 1235U 16GB/ SSD 512GB M.2",1539900.0
INSPIRON 3535 AMD RYZEN 5 7520U LPDDR5 8GB SSD 512GB,1539000.0
Portátil X1504ZA-NJ373 Core I5 1235U DDR4 16GB SSD 512GB 15 FHD,1859000.0
"Portátil 15 Intel Core i5-1235 Ram 32GB Disco SSD 1Tera 15.6"" FHD.",2319900.0
"PORTATIL AMD RYZEN 7-7730U SSD 4TB RAM 8GB LED 15,6 FHD",3839900.0
"PORTATIL AMD RYZEN 7-7730U SSD 4TB RAM 16GB LED 15,6 FHD",3909900.0
